CA High School,Calculation1,City,County,Measure Names,Measure Values
RONALD E MCNAIR HIGH SCHOOL,RONALD E MCNAIR HIGH SCHOOL053958,Stockton,San Joaquin,Enrl GPA,3.964705882
RONALD E MCNAIR HIGH SCHOOL,RONALD E MCNAIR HIGH SCHOOL053958,Stockton,San Joaquin,Adm GPA,3.902258065
RONALD E MCNAIR HIGH SCHOOL,RONALD E MCNAIR HIGH SCHOOL053958,Stockton,San Joaquin,App GPA,3.736730769
ROSAMOND HIGH SCHOOL,ROSAMOND HIGH SCHOOL052684,Rosamond,Kern,Enrl GPA,
ROSAMOND HIGH SCHOOL,ROSAMOND HIGH SCHOOL052684,Rosamond,Kern,Adm GPA,3.71
ROSAMOND HIGH SCHOOL,ROSAMOND HIGH SCHOOL052684,Rosamond,Kern,App GPA,3.400909091
ROSARY HIGH SCHOOL,ROSARY HIGH SCHOOL051007,Fullerton,Orange,Enrl GPA,4.053333333
ROSARY HIGH SCHOOL,ROSARY HIGH SCHOOL051007,Fullerton,Orange,Adm GPA,4.0276
ROSARY HIGH SCHOOL,ROSARY HIGH SCHOOL051007,Fullerton,Orange,App GPA,3.890731707
ROSE AND ALEX PILIBOS ARMENIAN,ROSE AND ALEX PILIBOS ARMENIAN051758,Los Angeles,Los Angeles,Enrl GPA,4.223846154
ROSE AND ALEX PILIBOS ARMENIAN,ROSE AND ALEX PILIBOS ARMENIAN051758,Los Angeles,Los Angeles,Adm GPA,4.195
ROSE AND ALEX PILIBOS ARMENIAN,ROSE AND ALEX PILIBOS ARMENIAN051758,Los Angeles,Los Angeles,App GPA,4.0576
ROSELAND UNIVERSITY PREP,ROSELAND UNIVERSITY PREP054044,Santa Rosa,Sonoma,Enrl GPA,3.892222222
ROSELAND UNIVERSITY PREP,ROSELAND UNIVERSITY PREP054044,Santa Rosa,Sonoma,Adm GPA,3.787333333
ROSELAND UNIVERSITY PREP,ROSELAND UNIVERSITY PREP054044,Santa Rosa,Sonoma,App GPA,3.748571429
ROSEMEAD HIGH SCHOOL,ROSEMEAD HIGH SCHOOL052685,Rosemead,Los Angeles,Enrl GPA,3.988481013
ROSEMEAD HIGH SCHOOL,ROSEMEAD HIGH SCHOOL052685,Rosemead,Los Angeles,Adm GPA,3.910540541
ROSEMEAD HIGH SCHOOL,ROSEMEAD HIGH SCHOOL052685,Rosemead,Los Angeles,App GPA,3.750886076
ROSEMONT HIGH SCHOOL,ROSEMONT HIGH SCHOOL053927,Sacramento,Sacramento,Enrl GPA,3.918571429
ROSEMONT HIGH SCHOOL,ROSEMONT HIGH SCHOOL053927,Sacramento,Sacramento,Adm GPA,3.727333333
ROSEMONT HIGH SCHOOL,ROSEMONT HIGH SCHOOL053927,Sacramento,Sacramento,App GPA,3.548518519
ROSEVILLE HIGH SCHOOL,ROSEVILLE HIGH SCHOOL052690,Roseville,Placer,Enrl GPA,3.934230769
ROSEVILLE HIGH SCHOOL,ROSEVILLE HIGH SCHOOL052690,Roseville,Placer,Adm GPA,3.940625
ROSEVILLE HIGH SCHOOL,ROSEVILLE HIGH SCHOOL052690,Roseville,Placer,App GPA,3.826527778
ROYAL HIGH SCHOOL,ROYAL HIGH SCHOOL053379,Simi Valley,Ventura,Enrl GPA,3.933
ROYAL HIGH SCHOOL,ROYAL HIGH SCHOOL053379,Simi Valley,Ventura,Adm GPA,3.967826087
ROYAL HIGH SCHOOL,ROYAL HIGH SCHOOL053379,Simi Valley,Ventura,App GPA,3.7385
RUBEN S AYALA HIGH SCHOOL,RUBEN S AYALA HIGH SCHOOL050563,Chino Hills,San Bernardino,Enrl GPA,3.996470588
RUBEN S AYALA HIGH SCHOOL,RUBEN S AYALA HIGH SCHOOL050563,Chino Hills,San Bernardino,Adm GPA,3.957762238
RUBEN S AYALA HIGH SCHOOL,RUBEN S AYALA HIGH SCHOOL050563,Chino Hills,San Bernardino,App GPA,3.775242718
RUBIDOUX HIGH SCHOOL,RUBIDOUX HIGH SCHOOL052672,Jurupa Valley,Riverside,Enrl GPA,3.869655172
RUBIDOUX HIGH SCHOOL,RUBIDOUX HIGH SCHOOL052672,Jurupa Valley,Riverside,Adm GPA,3.861666667
RUBIDOUX HIGH SCHOOL,RUBIDOUX HIGH SCHOOL052672,Jurupa Valley,Riverside,App GPA,3.538955224
RUTH ASAWA SCHOOL OF THE ARTS,RUTH ASAWA SCHOOL OF THE ARTS053033,San Francisco,San Francisco,Enrl GPA,3.911470588
RUTH ASAWA SCHOOL OF THE ARTS,RUTH ASAWA SCHOOL OF THE ARTS053033,San Francisco,San Francisco,Adm GPA,3.895384615
RUTH ASAWA SCHOOL OF THE ARTS,RUTH ASAWA SCHOOL OF THE ARTS053033,San Francisco,San Francisco,App GPA,3.771123596
SACRAMENTO ADVENTIST ACADEMY,SACRAMENTO ADVENTIST ACADEMY050483,Carmichael,Sacramento,Enrl GPA,
SACRAMENTO ADVENTIST ACADEMY,SACRAMENTO ADVENTIST ACADEMY050483,Carmichael,Sacramento,Adm GPA,
SACRAMENTO ADVENTIST ACADEMY,SACRAMENTO ADVENTIST ACADEMY050483,Carmichael,Sacramento,App GPA,3.538333333
SACRAMENTO COUNTRY DAY SCHOOL,SACRAMENTO COUNTRY DAY SCHOOL052733,Sacramento,Sacramento,Enrl GPA,
SACRAMENTO COUNTRY DAY SCHOOL,SACRAMENTO COUNTRY DAY SCHOOL052733,Sacramento,Sacramento,Adm GPA,3.3
SACRAMENTO COUNTRY DAY SCHOOL,SACRAMENTO COUNTRY DAY SCHOOL052733,Sacramento,Sacramento,App GPA,3.301764706
SACRAMENTO HIGH SCHOOL,SACRAMENTO HIGH SCHOOL052735,Sacramento,Sacramento,Enrl GPA,3.773888889
SACRAMENTO HIGH SCHOOL,SACRAMENTO HIGH SCHOOL052735,Sacramento,Sacramento,Adm GPA,3.615121951
SACRAMENTO HIGH SCHOOL,SACRAMENTO HIGH SCHOOL052735,Sacramento,Sacramento,App GPA,3.516862745
SACRAMENTO NEW TECHNOLOGY HS,SACRAMENTO NEW TECHNOLOGY HS053012,Sacramento,Sacramento,Enrl GPA,
SACRAMENTO NEW TECHNOLOGY HS,SACRAMENTO NEW TECHNOLOGY HS053012,Sacramento,Sacramento,Adm GPA,
SACRAMENTO NEW TECHNOLOGY HS,SACRAMENTO NEW TECHNOLOGY HS053012,Sacramento,Sacramento,App GPA,3.28
SACRAMENTO WALDORF SCHOOL,SACRAMENTO WALDORF SCHOOL050920,Fair Oaks,Sacramento,Enrl GPA,
SACRAMENTO WALDORF SCHOOL,SACRAMENTO WALDORF SCHOOL050920,Fair Oaks,Sacramento,Adm GPA,3.84
SACRAMENTO WALDORF SCHOOL,SACRAMENTO WALDORF SCHOOL050920,Fair Oaks,Sacramento,App GPA,3.739
SACRED HEART CATHEDRAL PREP,SACRED HEART CATHEDRAL PREP053005,San Francisco,San Francisco,Enrl GPA,3.953095238
SACRED HEART CATHEDRAL PREP,SACRED HEART CATHEDRAL PREP053005,San Francisco,San Francisco,Adm GPA,3.826263736
SACRED HEART CATHEDRAL PREP,SACRED HEART CATHEDRAL PREP053005,San Francisco,San Francisco,App GPA,3.716987179
SACRED HEART HIGH SCHOOL,SACRED HEART HIGH SCHOOL051760,Los Angeles,Los Angeles,Enrl GPA,3.766666667
SACRED HEART HIGH SCHOOL,SACRED HEART HIGH SCHOOL051760,Los Angeles,Los Angeles,Adm GPA,3.794545455
SACRED HEART HIGH SCHOOL,SACRED HEART HIGH SCHOOL051760,Los Angeles,Los Angeles,App GPA,3.529166667
SACRED HEART PREPARATORY SCH,SACRED HEART PREPARATORY SCH051955,Atherton,San Mateo,Enrl GPA,3.920833333
SACRED HEART PREPARATORY SCH,SACRED HEART PREPARATORY SCH051955,Atherton,San Mateo,Adm GPA,3.996111111
SACRED HEART PREPARATORY SCH,SACRED HEART PREPARATORY SCH051955,Atherton,San Mateo,App GPA,3.924794521
SADDLEBACK CHRISTIAN ACADEMY,SADDLEBACK CHRISTIAN ACADEMY052007,Mission Viejo,Orange,Enrl GPA,
SADDLEBACK CHRISTIAN ACADEMY,SADDLEBACK CHRISTIAN ACADEMY052007,Mission Viejo,Orange,Adm GPA,
SADDLEBACK CHRISTIAN ACADEMY,SADDLEBACK CHRISTIAN ACADEMY052007,Mission Viejo,Orange,App GPA,3.856666667
SADDLEBACK HIGH SCHOOL,SADDLEBACK HIGH SCHOOL053242,Santa Ana,Orange,Enrl GPA,3.893333333
SADDLEBACK HIGH SCHOOL,SADDLEBACK HIGH SCHOOL053242,Santa Ana,Orange,Adm GPA,3.7536
SADDLEBACK HIGH SCHOOL,SADDLEBACK HIGH SCHOOL053242,Santa Ana,Orange,App GPA,3.601395349
SADDLEBACK VALLEY CHRSTN SCH,SADDLEBACK VALLEY CHRSTN SCH053144,San Juan Capistrano,Orange,Enrl GPA,4.13
SADDLEBACK VALLEY CHRSTN SCH,SADDLEBACK VALLEY CHRSTN SCH053144,San Juan Capistrano,Orange,Adm GPA,3.769090909
SADDLEBACK VALLEY CHRSTN SCH,SADDLEBACK VALLEY CHRSTN SCH053144,San Juan Capistrano,Orange,App GPA,3.619090909
SAGE HILL SCHOOL,SAGE HILL SCHOOL052124,Newport Coast,Orange,Enrl GPA,3.707142857
SAGE HILL SCHOOL,SAGE HILL SCHOOL052124,Newport Coast,Orange,Adm GPA,3.927142857
SAGE HILL SCHOOL,SAGE HILL SCHOOL052124,Newport Coast,Orange,App GPA,3.84640625
SAINT ANTHONY HIGH SCHOOL,SAINT ANTHONY HIGH SCHOOL051500,Long Beach,Los Angeles,Enrl GPA,3.94
SAINT ANTHONY HIGH SCHOOL,SAINT ANTHONY HIGH SCHOOL051500,Long Beach,Los Angeles,Adm GPA,3.946875
SAINT ANTHONY HIGH SCHOOL,SAINT ANTHONY HIGH SCHOOL051500,Long Beach,Los Angeles,App GPA,3.788571429
SAINT AUGUSTINE HIGH SCHOOL,SAINT AUGUSTINE HIGH SCHOOL052880,San Diego,San Diego,Enrl GPA,3.887272727
SAINT AUGUSTINE HIGH SCHOOL,SAINT AUGUSTINE HIGH SCHOOL052880,San Diego,San Diego,Adm GPA,3.9356
SAINT AUGUSTINE HIGH SCHOOL,SAINT AUGUSTINE HIGH SCHOOL052880,San Diego,San Diego,App GPA,3.717096774
SAINT BERNARD HIGH SCHOOL,SAINT BERNARD HIGH SCHOOL052487,Playa Del Rey,Los Angeles,Enrl GPA,3.909230769
SAINT BERNARD HIGH SCHOOL,SAINT BERNARD HIGH SCHOOL052487,Playa Del Rey,Los Angeles,Adm GPA,3.888125
SAINT BERNARD HIGH SCHOOL,SAINT BERNARD HIGH SCHOOL052487,Playa Del Rey,Los Angeles,App GPA,3.329444444
SAINT BONAVENTURE HIGH SCHOOL,SAINT BONAVENTURE HIGH SCHOOL053650,Ventura,Ventura,Enrl GPA,3.804
SAINT BONAVENTURE HIGH SCHOOL,SAINT BONAVENTURE HIGH SCHOOL053650,Ventura,Ventura,Adm GPA,3.796111111
SAINT BONAVENTURE HIGH SCHOOL,SAINT BONAVENTURE HIGH SCHOOL053650,Ventura,Ventura,App GPA,3.551428571
SAINT ELIZABETH HIGH SCHOOL,SAINT ELIZABETH HIGH SCHOOL052235,Oakland,Alameda,Enrl GPA,
SAINT ELIZABETH HIGH SCHOOL,SAINT ELIZABETH HIGH SCHOOL052235,Oakland,Alameda,Adm GPA,2.86
SAINT ELIZABETH HIGH SCHOOL,SAINT ELIZABETH HIGH SCHOOL052235,Oakland,Alameda,App GPA,3.058181818
SAINT FRANCIS CNTRL COAST CATH,SAINT FRANCIS CNTRL COAST CATH053716,Watsonville,Santa Cruz,Enrl GPA,
SAINT FRANCIS CNTRL COAST CATH,SAINT FRANCIS CNTRL COAST CATH053716,Watsonville,Santa Cruz,Adm GPA,3.947142857
SAINT FRANCIS CNTRL COAST CATH,SAINT FRANCIS CNTRL COAST CATH053716,Watsonville,Santa Cruz,App GPA,3.872
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL051311,La Canada,Los Angeles,Enrl GPA,3.848333333
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL051311,La Canada,Los Angeles,Adm GPA,3.841489362
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL051311,La Canada,Los Angeles,App GPA,3.640273973
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052077,Mountain View,Santa Clara,Enrl GPA,3.96453125
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052077,Mountain View,Santa Clara,Adm GPA,3.949053254
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052077,Mountain View,Santa Clara,App GPA,3.813529412
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052698,Sacramento,Sacramento,Enrl GPA,3.814545455
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052698,Sacramento,Sacramento,Adm GPA,3.946455696
SAINT FRANCIS HIGH SCHOOL,SAINT FRANCIS HIGH SCHOOL052698,Sacramento,Sacramento,App GPA,3.81775
SAINT GENEVIEVE HIGH SCHOOL,SAINT GENEVIEVE HIGH SCHOOL053631,Panorama City,Los Angeles,Enrl GPA,4.015
SAINT GENEVIEVE HIGH SCHOOL,SAINT GENEVIEVE HIGH SCHOOL053631,Panorama City,Los Angeles,Adm GPA,3.9448
SAINT GENEVIEVE HIGH SCHOOL,SAINT GENEVIEVE HIGH SCHOOL053631,Panorama City,Los Angeles,App GPA,3.570461538
SAINT HELENA HIGH SCHOOL,SAINT HELENA HIGH SCHOOL052740,Saint Helena,Napa,Enrl GPA,3.967
SAINT HELENA HIGH SCHOOL,SAINT HELENA HIGH SCHOOL052740,Saint Helena,Napa,Adm GPA,3.949090909
SAINT HELENA HIGH SCHOOL,SAINT HELENA HIGH SCHOOL052740,Saint Helena,Napa,App GPA,3.529333333
SAINT IGNATIUS COLLEGE PREP SC,SAINT IGNATIUS COLLEGE PREP SC053010,San Francisco,San Francisco,Enrl GPA,3.976545455
SAINT IGNATIUS COLLEGE PREP SC,SAINT IGNATIUS COLLEGE PREP SC053010,San Francisco,San Francisco,Adm GPA,3.918451613
SAINT IGNATIUS COLLEGE PREP SC,SAINT IGNATIUS COLLEGE PREP SC053010,San Francisco,San Francisco,App GPA,3.784100418
SAINT JOHN BOSCO HIGH SCHOOL,SAINT JOHN BOSCO HIGH SCHOOL050260,Bellflower,Los Angeles,Enrl GPA,3.37
SAINT JOHN BOSCO HIGH SCHOOL,SAINT JOHN BOSCO HIGH SCHOOL050260,Bellflower,Los Angeles,Adm GPA,3.528695652
SAINT JOHN BOSCO HIGH SCHOOL,SAINT JOHN BOSCO HIGH SCHOOL050260,Bellflower,Los Angeles,App GPA,3.4158
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL051349,Lakewood,Los Angeles,Enrl GPA,3.88
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL051349,Lakewood,Los Angeles,Adm GPA,3.844848485
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL051349,Lakewood,Los Angeles,App GPA,3.628450704
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL053304,Santa Maria,Santa Barbara,Enrl GPA,4.064
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL053304,Santa Maria,Santa Barbara,Adm GPA,4.095833333
SAINT JOSEPH HIGH SCHOOL,SAINT JOSEPH HIGH SCHOOL053304,Santa Maria,Santa Barbara,App GPA,3.90075
SAINT JOSEPH-NOTRE DAME HS,SAINT JOSEPH-NOTRE DAME HS050020,Alameda,Alameda,Enrl GPA,4.142142857
SAINT JOSEPH-NOTRE DAME HS,SAINT JOSEPH-NOTRE DAME HS050020,Alameda,Alameda,Adm GPA,4.07
SAINT JOSEPH-NOTRE DAME HS,SAINT JOSEPH-NOTRE DAME HS050020,Alameda,Alameda,App GPA,3.8698
SAINT LAWRENCE ACADEMY,SAINT LAWRENCE ACADEMY053277,Santa Clara,Santa Clara,Enrl GPA,
SAINT LAWRENCE ACADEMY,SAINT LAWRENCE ACADEMY053277,Santa Clara,Santa Clara,Adm GPA,3.706
SAINT LAWRENCE ACADEMY,SAINT LAWRENCE ACADEMY053277,Santa Clara,Santa Clara,App GPA,3.507058824
SAINT LUCYS PRIORY HIGH SCHOOL,SAINT LUCYS PRIORY HIGH SCHOOL051075,Glendora,Los Angeles,Enrl GPA,3.756818182
SAINT LUCYS PRIORY HIGH SCHOOL,SAINT LUCYS PRIORY HIGH SCHOOL051075,Glendora,Los Angeles,Adm GPA,3.798367347
SAINT LUCYS PRIORY HIGH SCHOOL,SAINT LUCYS PRIORY HIGH SCHOOL051075,Glendora,Los Angeles,App GPA,3.708194444
SAINT MARGARETS EPISCOPAL SCH,SAINT MARGARETS EPISCOPAL SCH053112,San Juan Capistrano,Orange,Enrl GPA,3.84
SAINT MARGARETS EPISCOPAL SCH,SAINT MARGARETS EPISCOPAL SCH053112,San Juan Capistrano,Orange,Adm GPA,3.911153846
SAINT MARGARETS EPISCOPAL SCH,SAINT MARGARETS EPISCOPAL SCH053112,San Juan Capistrano,Orange,App GPA,3.844423077
SAINT MARYS ACADEMY,SAINT MARYS ACADEMY051780,Inglewood,Los Angeles,Enrl GPA,3.788
SAINT MARYS ACADEMY,SAINT MARYS ACADEMY051780,Inglewood,Los Angeles,Adm GPA,3.819411765
SAINT MARYS ACADEMY,SAINT MARYS ACADEMY051780,Inglewood,Los Angeles,App GPA,3.623703704
SAINT MARYS COLLEGE HS,SAINT MARYS COLLEGE HS050310,Berkeley,Alameda,Enrl GPA,3.625
SAINT MARYS COLLEGE HS,SAINT MARYS COLLEGE HS050310,Berkeley,Alameda,Adm GPA,3.620869565
SAINT MARYS COLLEGE HS,SAINT MARYS COLLEGE HS050310,Berkeley,Alameda,App GPA,3.553571429
SAINT MARYS HIGH SCHOOL,SAINT MARYS HIGH SCHOOL053435,Stockton,San Joaquin,Enrl GPA,3.820526316
SAINT MARYS HIGH SCHOOL,SAINT MARYS HIGH SCHOOL053435,Stockton,San Joaquin,Adm GPA,3.904772727
SAINT MARYS HIGH SCHOOL,SAINT MARYS HIGH SCHOOL053435,Stockton,San Joaquin,App GPA,3.779506173
SAINT MICHAELS PREP SCHOOL,SAINT MICHAELS PREP SCHOOL052273,Silverado,Orange,Enrl GPA,
SAINT MICHAELS PREP SCHOOL,SAINT MICHAELS PREP SCHOOL052273,Silverado,Orange,Adm GPA,3.786
SAINT MICHAELS PREP SCHOOL,SAINT MICHAELS PREP SCHOOL052273,Silverado,Orange,App GPA,3.786
SAINT MONICA CATHOLIC HS,SAINT MONICA CATHOLIC HS053310,Santa Monica,Los Angeles,Enrl GPA,3.878235294
SAINT MONICA CATHOLIC HS,SAINT MONICA CATHOLIC HS053310,Santa Monica,Los Angeles,Adm GPA,3.798
SAINT MONICA CATHOLIC HS,SAINT MONICA CATHOLIC HS053310,Santa Monica,Los Angeles,App GPA,3.6198
SAINT PATRICK-SAINT VINCENT HS,SAINT PATRICK-SAINT VINCENT HS053604,Vallejo,Solano,Enrl GPA,3.972142857
SAINT PATRICK-SAINT VINCENT HS,SAINT PATRICK-SAINT VINCENT HS053604,Vallejo,Solano,Adm GPA,3.980454545
SAINT PATRICK-SAINT VINCENT HS,SAINT PATRICK-SAINT VINCENT HS053604,Vallejo,Solano,App GPA,3.873666667
SAINT PAUL HIGH SCHOOL,SAINT PAUL HIGH SCHOOL053761,Santa Fe Springs,Los Angeles,Enrl GPA,3.907777778
SAINT PAUL HIGH SCHOOL,SAINT PAUL HIGH SCHOOL053761,Santa Fe Springs,Los Angeles,Adm GPA,3.936428571
SAINT PAUL HIGH SCHOOL,SAINT PAUL HIGH SCHOOL053761,Santa Fe Springs,Los Angeles,App GPA,3.6792
SAINT PIUS X-ST MATTHIAS ACDMY,SAINT PIUS X-ST MATTHIAS ACDMY051232,Downey,Los Angeles,Enrl GPA,
SAINT PIUS X-ST MATTHIAS ACDMY,SAINT PIUS X-ST MATTHIAS ACDMY051232,Downey,Los Angeles,Adm GPA,3.676666667
SAINT PIUS X-ST MATTHIAS ACDMY,SAINT PIUS X-ST MATTHIAS ACDMY051232,Downey,Los Angeles,App GPA,3.525
SAINT VINCENT HIGH SCHOOL,SAINT VINCENT HIGH SCHOOL052455,Petaluma,Sonoma,Enrl GPA,
SAINT VINCENT HIGH SCHOOL,SAINT VINCENT HIGH SCHOOL052455,Petaluma,Sonoma,Adm GPA,3.959230769
SAINT VINCENT HIGH SCHOOL,SAINT VINCENT HIGH SCHOOL052455,Petaluma,Sonoma,App GPA,3.786551724
SALESIAN HIGH SCHOOL,SALESIAN HIGH SCHOOL052637,Richmond,Contra Costa,Enrl GPA,4.03
SALESIAN HIGH SCHOOL,SALESIAN HIGH SCHOOL052637,Richmond,Contra Costa,Adm GPA,3.917307692
SALESIAN HIGH SCHOOL,SALESIAN HIGH SCHOOL052637,Richmond,Contra Costa,App GPA,3.807647059
SALINAS HIGH SCHOOL,SALINAS HIGH SCHOOL052755,Salinas,Monterey,Enrl GPA,4.115555556
SALINAS HIGH SCHOOL,SALINAS HIGH SCHOOL052755,Salinas,Monterey,Adm GPA,4.101190476
SALINAS HIGH SCHOOL,SALINAS HIGH SCHOOL052755,Salinas,Monterey,App GPA,3.922083333
SAMUEL F B MORSE HIGH SCHOOL,SAMUEL F B MORSE HIGH SCHOOL052881,San Diego,San Diego,Enrl GPA,4.090714286
SAMUEL F B MORSE HIGH SCHOOL,SAMUEL F B MORSE HIGH SCHOOL052881,San Diego,San Diego,Adm GPA,3.96625
SAMUEL F B MORSE HIGH SCHOOL,SAMUEL F B MORSE HIGH SCHOOL052881,San Diego,San Diego,App GPA,3.633950617
SAN BENITO HIGH SCHOOL,SAN BENITO HIGH SCHOOL051180,Hollister,San Benito,Enrl GPA,4.01
SAN BENITO HIGH SCHOOL,SAN BENITO HIGH SCHOOL051180,Hollister,San Benito,Adm GPA,3.883555556
SAN BENITO HIGH SCHOOL,SAN BENITO HIGH SCHOOL051180,Hollister,San Benito,App GPA,3.81862069
SAN BERNARDINO HIGH SCHOOL,SAN BERNARDINO HIGH SCHOOL052797,San Bernardino,San Bernardino,Enrl GPA,3.744615385
SAN BERNARDINO HIGH SCHOOL,SAN BERNARDINO HIGH SCHOOL052797,San Bernardino,San Bernardino,Adm GPA,3.717096774
SAN BERNARDINO HIGH SCHOOL,SAN BERNARDINO HIGH SCHOOL052797,San Bernardino,San Bernardino,App GPA,3.444528302
SAN CLEMENTE HIGH SCHOOL,SAN CLEMENTE HIGH SCHOOL052814,San Clemente,Orange,Enrl GPA,4.0325
SAN CLEMENTE HIGH SCHOOL,SAN CLEMENTE HIGH SCHOOL052814,San Clemente,Orange,Adm GPA,3.962386364
SAN CLEMENTE HIGH SCHOOL,SAN CLEMENTE HIGH SCHOOL052814,San Clemente,Orange,App GPA,3.752176871
SAN DIEGO BUSINESS HIGH SCHOOL,SAN DIEGO BUSINESS HIGH SCHOOL053209,San Diego,San Diego,Enrl GPA,4.058571429
SAN DIEGO BUSINESS HIGH SCHOOL,SAN DIEGO BUSINESS HIGH SCHOOL053209,San Diego,San Diego,Adm GPA,3.957272727
SAN DIEGO BUSINESS HIGH SCHOOL,SAN DIEGO BUSINESS HIGH SCHOOL053209,San Diego,San Diego,App GPA,3.689444444
SAN DIEGO EARLY/MIDDLE COLLEGE,SAN DIEGO EARLY/MIDDLE COLLEGE054281,San Diego,San Diego,Enrl GPA,
SAN DIEGO EARLY/MIDDLE COLLEGE,SAN DIEGO EARLY/MIDDLE COLLEGE054281,San Diego,San Diego,Adm GPA,
SAN DIEGO EARLY/MIDDLE COLLEGE,SAN DIEGO EARLY/MIDDLE COLLEGE054281,San Diego,San Diego,App GPA,3.89875
SAN DIEGO HIGH SCHOOL,SAN DIEGO HIGH SCHOOL052885,San Diego,San Diego,Enrl GPA,4.071666667
SAN DIEGO HIGH SCHOOL,SAN DIEGO HIGH SCHOOL052885,San Diego,San Diego,Adm GPA,3.931666667
SAN DIEGO HIGH SCHOOL,SAN DIEGO HIGH SCHOOL052885,San Diego,San Diego,App GPA,3.770625
SAN DIEGO HS OF BUISNESS,SAN DIEGO HS OF BUISNESS053901,San Diego,San Diego,Enrl GPA,
SAN DIEGO HS OF BUISNESS,SAN DIEGO HS OF BUISNESS053901,San Diego,San Diego,Adm GPA,
SAN DIEGO HS OF BUISNESS,SAN DIEGO HS OF BUISNESS053901,San Diego,San Diego,App GPA,3.481666667
SAN DIEGO INTL STUDIES,SAN DIEGO INTL STUDIES053907,San Diego,San Diego,Enrl GPA,3.960384615
SAN DIEGO INTL STUDIES,SAN DIEGO INTL STUDIES053907,San Diego,San Diego,Adm GPA,3.979772727
SAN DIEGO INTL STUDIES,SAN DIEGO INTL STUDIES053907,San Diego,San Diego,App GPA,3.743166667
SAN DIEGO JEWISH ACADEMY,SAN DIEGO JEWISH ACADEMY052946,San Diego,San Diego,Enrl GPA,4.193333333
SAN DIEGO JEWISH ACADEMY,SAN DIEGO JEWISH ACADEMY052946,San Diego,San Diego,Adm GPA,4.053125
SAN DIEGO JEWISH ACADEMY,SAN DIEGO JEWISH ACADEMY052946,San Diego,San Diego,App GPA,3.972857143
SAN DIEGO MET,SAN DIEGO MET053909,San Diego,San Diego,Enrl GPA,3.952
SAN DIEGO MET,SAN DIEGO MET053909,San Diego,San Diego,Adm GPA,3.985
SAN DIEGO MET,SAN DIEGO MET053909,San Diego,San Diego,App GPA,3.866190476
SAN DIEGO SCIENCE & TECHNOLOGY,SAN DIEGO SCIENCE & TECHNOLOGY053903,San Diego,San Diego,Enrl GPA,4.02
SAN DIEGO SCIENCE & TECHNOLOGY,SAN DIEGO SCIENCE & TECHNOLOGY053903,San Diego,San Diego,Adm GPA,4.024444444
SAN DIEGO SCIENCE & TECHNOLOGY,SAN DIEGO SCIENCE & TECHNOLOGY053903,San Diego,San Diego,App GPA,3.52
SAN DIEGO SCPA,SAN DIEGO SCPA052869,San Diego,San Diego,Enrl GPA,3.962
SAN DIEGO SCPA,SAN DIEGO SCPA052869,San Diego,San Diego,Adm GPA,3.926666667
SAN DIEGO SCPA,SAN DIEGO SCPA052869,San Diego,San Diego,App GPA,3.5426
SAN DIEGUITO ACADEMY,SAN DIEGUITO ACADEMY050865,Encinitas,San Diego,Enrl GPA,3.979295775
SAN DIEGUITO ACADEMY,SAN DIEGUITO ACADEMY050865,Encinitas,San Diego,Adm GPA,3.923758865
SAN DIEGUITO ACADEMY,SAN DIEGUITO ACADEMY050865,Encinitas,San Diego,App GPA,3.827676768
SAN DIMAS HIGH SCHOOL,SAN DIMAS HIGH SCHOOL052894,San Dimas,Los Angeles,Enrl GPA,3.9675
SAN DIMAS HIGH SCHOOL,SAN DIMAS HIGH SCHOOL052894,San Dimas,Los Angeles,Adm GPA,3.995714286
SAN DIMAS HIGH SCHOOL,SAN DIMAS HIGH SCHOOL052894,San Dimas,Los Angeles,App GPA,3.672857143
SAN DOMENICO UPPER SCHOOL,SAN DOMENICO UPPER SCHOOL053205,San Anselmo,Marin,Enrl GPA,4.108333333
SAN DOMENICO UPPER SCHOOL,SAN DOMENICO UPPER SCHOOL053205,San Anselmo,Marin,Adm GPA,3.916153846
SAN DOMENICO UPPER SCHOOL,SAN DOMENICO UPPER SCHOOL053205,San Anselmo,Marin,App GPA,3.838888889
SAN FERNANDO HIGH SCHOOL,SAN FERNANDO HIGH SCHOOL052905,San Fernando,Los Angeles,Enrl GPA,3.876190476
