CA High School,Calculation1,City,County,Measure Names,Measure Values
CRITICAL DESIGN AND GAMING SCH,CRITICAL DESIGN AND GAMING SCH054632,Los Angeles,Los Angeles,App GPA,3.474
CROSSROADS SCHOOL,CROSSROADS SCHOOL053307,Santa Monica,Los Angeles,Enrl GPA,4.062
CROSSROADS SCHOOL,CROSSROADS SCHOOL053307,Santa Monica,Los Angeles,Adm GPA,3.99
CROSSROADS SCHOOL,CROSSROADS SCHOOL053307,Santa Monica,Los Angeles,App GPA,3.923559322
CRYSTAL SPRINGS UPLANDS SCH,CRYSTAL SPRINGS UPLANDS SCH051173,Hillsborough,San Mateo,Enrl GPA,4.191666667
CRYSTAL SPRINGS UPLANDS SCH,CRYSTAL SPRINGS UPLANDS SCH051173,Hillsborough,San Mateo,Adm GPA,4.071785714
CRYSTAL SPRINGS UPLANDS SCH,CRYSTAL SPRINGS UPLANDS SCH051173,Hillsborough,San Mateo,App GPA,3.937727273
CULVER CITY HIGH SCHOOL,CULVER CITY HIGH SCHOOL050715,Culver City,Los Angeles,Enrl GPA,3.932826087
CULVER CITY HIGH SCHOOL,CULVER CITY HIGH SCHOOL050715,Culver City,Los Angeles,Adm GPA,3.827954545
CULVER CITY HIGH SCHOOL,CULVER CITY HIGH SCHOOL050715,Culver City,Los Angeles,App GPA,3.605
CUPERTINO HIGH SCHOOL,CUPERTINO HIGH SCHOOL050718,Cupertino,Santa Clara,Enrl GPA,3.933398058
CUPERTINO HIGH SCHOOL,CUPERTINO HIGH SCHOOL050718,Cupertino,Santa Clara,Adm GPA,3.896878307
CUPERTINO HIGH SCHOOL,CUPERTINO HIGH SCHOOL050718,Cupertino,Santa Clara,App GPA,3.752777778
CYPRESS HIGH SCHOOL,CYPRESS HIGH SCHOOL050714,Cypress,Orange,Enrl GPA,4.012424242
CYPRESS HIGH SCHOOL,CYPRESS HIGH SCHOOL050714,Cypress,Orange,Adm GPA,3.858235294
CYPRESS HIGH SCHOOL,CYPRESS HIGH SCHOOL050714,Cypress,Orange,App GPA,3.725714286
DA VINCI CHARTER ACADEMY,DA VINCI CHARTER ACADEMY051082,Davis,Yolo,Enrl GPA,3.985714286
DA VINCI CHARTER ACADEMY,DA VINCI CHARTER ACADEMY051082,Davis,Yolo,Adm GPA,4.004347826
DA VINCI CHARTER ACADEMY,DA VINCI CHARTER ACADEMY051082,Davis,Yolo,App GPA,3.930666667
DA VINCI DESIGN HIGH SCHOOL,DA VINCI DESIGN HIGH SCHOOL051216,Hawthorne,Los Angeles,Enrl GPA,3.894545455
DA VINCI DESIGN HIGH SCHOOL,DA VINCI DESIGN HIGH SCHOOL051216,Hawthorne,Los Angeles,Adm GPA,3.807647059
DA VINCI DESIGN HIGH SCHOOL,DA VINCI DESIGN HIGH SCHOOL051216,Hawthorne,Los Angeles,App GPA,3.581612903
DA VINCI SCIENCE HIGH SCHOOL,DA VINCI SCIENCE HIGH SCHOOL054378,Hawthorne,Los Angeles,Enrl GPA,3.919375
DA VINCI SCIENCE HIGH SCHOOL,DA VINCI SCIENCE HIGH SCHOOL054378,Hawthorne,Los Angeles,Adm GPA,3.978076923
DA VINCI SCIENCE HIGH SCHOOL,DA VINCI SCIENCE HIGH SCHOOL054378,Hawthorne,Los Angeles,App GPA,3.735365854
DAMIEN HIGH SCHOOL,DAMIEN HIGH SCHOOL052502,La Verne,Los Angeles,Enrl GPA,3.84
DAMIEN HIGH SCHOOL,DAMIEN HIGH SCHOOL052502,La Verne,Los Angeles,Adm GPA,3.875964912
DAMIEN HIGH SCHOOL,DAMIEN HIGH SCHOOL052502,La Verne,Los Angeles,App GPA,3.649879518
DANA HILLS HIGH SCHOOL,DANA HILLS HIGH SCHOOL050729,Dana Point,Orange,Enrl GPA,4.023780488
DANA HILLS HIGH SCHOOL,DANA HILLS HIGH SCHOOL050729,Dana Point,Orange,Adm GPA,4.002444444
DANA HILLS HIGH SCHOOL,DANA HILLS HIGH SCHOOL050729,Dana Point,Orange,App GPA,3.872164948
DANIEL PEARL MAGNET HIGH SCHL,DANIEL PEARL MAGNET HIGH SCHL054368,Van Nuys,Los Angeles,Enrl GPA,3.84
DANIEL PEARL MAGNET HIGH SCHL,DANIEL PEARL MAGNET HIGH SCHL054368,Van Nuys,Los Angeles,Adm GPA,3.934545455
DANIEL PEARL MAGNET HIGH SCHL,DANIEL PEARL MAGNET HIGH SCHL054368,Van Nuys,Los Angeles,App GPA,3.805
DAV STARR JORDAN HIGH SCHOOL,DAV STARR JORDAN HIGH SCHOOL051465,Long Beach,Los Angeles,Enrl GPA,3.714
DAV STARR JORDAN HIGH SCHOOL,DAV STARR JORDAN HIGH SCHOOL051465,Long Beach,Los Angeles,Adm GPA,3.677435897
DAV STARR JORDAN HIGH SCHOOL,DAV STARR JORDAN HIGH SCHOOL051465,Long Beach,Los Angeles,App GPA,3.398604651
DAVID STARR JORDAN HS,DAVID STARR JORDAN HS051575,Los Angeles,Los Angeles,Enrl GPA,3.758333333
DAVID STARR JORDAN HS,DAVID STARR JORDAN HS051575,Los Angeles,Los Angeles,Adm GPA,3.69375
DAVID STARR JORDAN HS,DAVID STARR JORDAN HS051575,Los Angeles,Los Angeles,App GPA,3.465238095
DAVIS SENIOR HIGH SCHOOL,DAVIS SENIOR HIGH SCHOOL050730,Davis,Yolo,Enrl GPA,3.9875
DAVIS SENIOR HIGH SCHOOL,DAVIS SENIOR HIGH SCHOOL050730,Davis,Yolo,Adm GPA,3.973891892
DAVIS SENIOR HIGH SCHOOL,DAVIS SENIOR HIGH SCHOOL050730,Davis,Yolo,App GPA,3.863601533
DE ANZA HIGH SCHOOL,DE ANZA HIGH SCHOOL052625,Richmond,Contra Costa,Enrl GPA,3.999090909
DE ANZA HIGH SCHOOL,DE ANZA HIGH SCHOOL052625,Richmond,Contra Costa,Adm GPA,3.89
DE ANZA HIGH SCHOOL,DE ANZA HIGH SCHOOL052625,Richmond,Contra Costa,App GPA,3.649333333
DE LA SALLE HIGH SCHOOL,DE LA SALLE HIGH SCHOOL050662,Concord,Contra Costa,Enrl GPA,3.83
DE LA SALLE HIGH SCHOOL,DE LA SALLE HIGH SCHOOL050662,Concord,Contra Costa,Adm GPA,3.811923077
DE LA SALLE HIGH SCHOOL,DE LA SALLE HIGH SCHOOL050662,Concord,Contra Costa,App GPA,3.678837209
DEER VALLEY HIGH SCHOOL,DEER VALLEY HIGH SCHOOL050109,Antioch,Contra Costa,Enrl GPA,3.892647059
DEER VALLEY HIGH SCHOOL,DEER VALLEY HIGH SCHOOL050109,Antioch,Contra Costa,Adm GPA,3.854081633
DEER VALLEY HIGH SCHOOL,DEER VALLEY HIGH SCHOOL050109,Antioch,Contra Costa,App GPA,3.586853933
DEL CAMPO HIGH SCHOOL,DEL CAMPO HIGH SCHOOL050915,Fair Oaks,Sacramento,Enrl GPA,4.0356
DEL CAMPO HIGH SCHOOL,DEL CAMPO HIGH SCHOOL050915,Fair Oaks,Sacramento,Adm GPA,3.952380952
DEL CAMPO HIGH SCHOOL,DEL CAMPO HIGH SCHOOL050915,Fair Oaks,Sacramento,App GPA,3.746769231
DEL MAR HIGH SCHOOL,DEL MAR HIGH SCHOOL053083,San Jose,Santa Clara,Enrl GPA,3.96125
DEL MAR HIGH SCHOOL,DEL MAR HIGH SCHOOL053083,San Jose,Santa Clara,Adm GPA,3.946
DEL MAR HIGH SCHOOL,DEL MAR HIGH SCHOOL053083,San Jose,Santa Clara,App GPA,3.781142857
DEL NORTE COUNTY HIGH SCHOOL,DEL NORTE COUNTY HIGH SCHOOL050705,Crescent City,Del Norte,Enrl GPA,
DEL NORTE COUNTY HIGH SCHOOL,DEL NORTE COUNTY HIGH SCHOOL050705,Crescent City,Del Norte,Adm GPA,
DEL NORTE COUNTY HIGH SCHOOL,DEL NORTE COUNTY HIGH SCHOOL050705,Crescent City,Del Norte,App GPA,3.75
DEL NORTE HIGH SCHOOL,DEL NORTE HIGH SCHOOL054351,San Diego,San Diego,Enrl GPA,4.034827586
DEL NORTE HIGH SCHOOL,DEL NORTE HIGH SCHOOL054351,San Diego,San Diego,Adm GPA,3.954375
DEL NORTE HIGH SCHOOL,DEL NORTE HIGH SCHOOL054351,San Diego,San Diego,App GPA,3.821483871
DEL ORO HIGH SCHOOL,DEL ORO HIGH SCHOOL051507,Loomis,Placer,Enrl GPA,4.106363636
DEL ORO HIGH SCHOOL,DEL ORO HIGH SCHOOL051507,Loomis,Placer,Adm GPA,4.054821429
DEL ORO HIGH SCHOOL,DEL ORO HIGH SCHOOL051507,Loomis,Placer,App GPA,3.880888889
DELANO HIGH SCHOOL,DELANO HIGH SCHOOL050735,Delano,Kern,Enrl GPA,4.059333333
DELANO HIGH SCHOOL,DELANO HIGH SCHOOL050735,Delano,Kern,Adm GPA,3.917096774
DELANO HIGH SCHOOL,DELANO HIGH SCHOOL050735,Delano,Kern,App GPA,3.765714286
DELHI HIGH SCHOOL,DELHI HIGH SCHOOL052017,Delhi,Merced,Enrl GPA,3.789473684
DELHI HIGH SCHOOL,DELHI HIGH SCHOOL052017,Delhi,Merced,Adm GPA,3.80173913
DELHI HIGH SCHOOL,DELHI HIGH SCHOOL052017,Delhi,Merced,App GPA,3.637666667
DELTA HIGH SCHOOL,DELTA HIGH SCHOOL050605,Clarksburg,Yolo,Enrl GPA,3.852
DELTA HIGH SCHOOL,DELTA HIGH SCHOOL050605,Clarksburg,Yolo,Adm GPA,3.868571429
DELTA HIGH SCHOOL,DELTA HIGH SCHOOL050605,Clarksburg,Yolo,App GPA,3.752222222
DENAIR HIGH SCHOOL,DENAIR HIGH SCHOOL050745,Denair,Stanislaus,Enrl GPA,3.81
DENAIR HIGH SCHOOL,DENAIR HIGH SCHOOL050745,Denair,Stanislaus,Adm GPA,3.775
DENAIR HIGH SCHOOL,DENAIR HIGH SCHOOL050745,Denair,Stanislaus,App GPA,3.55
DESERT CHRISTIAN ACADEMY,DESERT CHRISTIAN ACADEMY052316,Bermuda Dunes,Riverside,Enrl GPA,
DESERT CHRISTIAN ACADEMY,DESERT CHRISTIAN ACADEMY052316,Bermuda Dunes,Riverside,Adm GPA,
DESERT CHRISTIAN ACADEMY,DESERT CHRISTIAN ACADEMY052316,Bermuda Dunes,Riverside,App GPA,4.044
DESERT CHRISTIAN HIGH SCHOOL,DESERT CHRISTIAN HIGH SCHOOL051389,Lancaster,Los Angeles,Enrl GPA,4.138333333
DESERT CHRISTIAN HIGH SCHOOL,DESERT CHRISTIAN HIGH SCHOOL051389,Lancaster,Los Angeles,Adm GPA,4.131428571
DESERT CHRISTIAN HIGH SCHOOL,DESERT CHRISTIAN HIGH SCHOOL051389,Lancaster,Los Angeles,App GPA,3.908181818
DESERT HIGH SCHOOL,DESERT HIGH SCHOOL050800,Edwards,Kern,Enrl GPA,4.116
DESERT HIGH SCHOOL,DESERT HIGH SCHOOL050800,Edwards,Kern,Adm GPA,4.138571429
DESERT HIGH SCHOOL,DESERT HIGH SCHOOL050800,Edwards,Kern,App GPA,3.818333333
DESERT HOT SPRINGS HS,DESERT HOT SPRINGS HS050334,Desert Hot Springs,Riverside,Enrl GPA,3.986666667
DESERT HOT SPRINGS HS,DESERT HOT SPRINGS HS050334,Desert Hot Springs,Riverside,Adm GPA,3.8716
DESERT HOT SPRINGS HS,DESERT HOT SPRINGS HS050334,Desert Hot Springs,Riverside,App GPA,3.591555556
DESERT MIRAGE HIGH SCHOOL,DESERT MIRAGE HIGH SCHOOL054013,Thermal,Riverside,Enrl GPA,3.891621622
DESERT MIRAGE HIGH SCHOOL,DESERT MIRAGE HIGH SCHOOL054013,Thermal,Riverside,Adm GPA,3.881086957
DESERT MIRAGE HIGH SCHOOL,DESERT MIRAGE HIGH SCHOOL054013,Thermal,Riverside,App GPA,3.582650602
DESIGN SCIENCE HIGH SCHOOL,DESIGN SCIENCE HIGH SCHOOL054003,Fresno,Fresno,Enrl GPA,3.8425
DESIGN SCIENCE HIGH SCHOOL,DESIGN SCIENCE HIGH SCHOOL054003,Fresno,Fresno,Adm GPA,3.842631579
DESIGN SCIENCE HIGH SCHOOL,DESIGN SCIENCE HIGH SCHOOL054003,Fresno,Fresno,App GPA,3.7908
DEVELOPING VIRTUE SEC SCHOOL,DEVELOPING VIRTUE SEC SCHOOL053483,Talmage,Mendocino,Enrl GPA,4.027142857
DEVELOPING VIRTUE SEC SCHOOL,DEVELOPING VIRTUE SEC SCHOOL053483,Talmage,Mendocino,Adm GPA,3.9975
DEVELOPING VIRTUE SEC SCHOOL,DEVELOPING VIRTUE SEC SCHOOL053483,Talmage,Mendocino,App GPA,4.002222222
DIAMOND BAR HIGH SCHOOL,DIAMOND BAR HIGH SCHOOL050748,Diamond Bar,Los Angeles,Enrl GPA,3.959864253
DIAMOND BAR HIGH SCHOOL,DIAMOND BAR HIGH SCHOOL050748,Diamond Bar,Los Angeles,Adm GPA,3.911823362
DIAMOND BAR HIGH SCHOOL,DIAMOND BAR HIGH SCHOOL050748,Diamond Bar,Los Angeles,App GPA,3.73882227
DIAMOND RANCH HIGH SCHOOL,DIAMOND RANCH HIGH SCHOOL052516,Pomona,Los Angeles,Enrl GPA,3.950344828
DIAMOND RANCH HIGH SCHOOL,DIAMOND RANCH HIGH SCHOOL052516,Pomona,Los Angeles,Adm GPA,3.892093023
DIAMOND RANCH HIGH SCHOOL,DIAMOND RANCH HIGH SCHOOL052516,Pomona,Los Angeles,App GPA,3.672406015
DIEGO RIVERA COMM/TECH SCHOOL,DIEGO RIVERA COMM/TECH SCHOOL054544,Los Angeles,Los Angeles,Enrl GPA,
DIEGO RIVERA COMM/TECH SCHOOL,DIEGO RIVERA COMM/TECH SCHOOL054544,Los Angeles,Los Angeles,Adm GPA,
DIEGO RIVERA COMM/TECH SCHOOL,DIEGO RIVERA COMM/TECH SCHOOL054544,Los Angeles,Los Angeles,App GPA,3.564
DINUBA HIGH SCHOOL,DINUBA HIGH SCHOOL050750,Dinuba,Tulare,Enrl GPA,3.902666667
DINUBA HIGH SCHOOL,DINUBA HIGH SCHOOL050750,Dinuba,Tulare,Adm GPA,3.804411765
DINUBA HIGH SCHOOL,DINUBA HIGH SCHOOL050750,Dinuba,Tulare,App GPA,3.690204082
DISCOVERY CHARTER PREP SCHOOL,DISCOVERY CHARTER PREP SCHOOL052489,Pacoima,Los Angeles,Enrl GPA,4.101666667
DISCOVERY CHARTER PREP SCHOOL,DISCOVERY CHARTER PREP SCHOOL052489,Pacoima,Los Angeles,Adm GPA,3.993333333
DISCOVERY CHARTER PREP SCHOOL,DISCOVERY CHARTER PREP SCHOOL052489,Pacoima,Los Angeles,App GPA,3.989
DIXON HIGH SCHOOL,DIXON HIGH SCHOOL050755,Dixon,Solano,Enrl GPA,4.126666667
DIXON HIGH SCHOOL,DIXON HIGH SCHOOL050755,Dixon,Solano,Adm GPA,4.0396
DIXON HIGH SCHOOL,DIXON HIGH SCHOOL050755,Dixon,Solano,App GPA,3.781904762
DOMINGUEZ SENIOR HIGH SCHOOL,DOMINGUEZ SENIOR HIGH SCHOOL050652,Compton,Los Angeles,Enrl GPA,3.743157895
DOMINGUEZ SENIOR HIGH SCHOOL,DOMINGUEZ SENIOR HIGH SCHOOL050652,Compton,Los Angeles,Adm GPA,3.668823529
DOMINGUEZ SENIOR HIGH SCHOOL,DOMINGUEZ SENIOR HIGH SCHOOL050652,Compton,Los Angeles,App GPA,3.393392857
DON ANTONIO LUGO HIGH SCHOOL,DON ANTONIO LUGO HIGH SCHOOL050566,Chino,San Bernardino,Enrl GPA,3.923333333
DON ANTONIO LUGO HIGH SCHOOL,DON ANTONIO LUGO HIGH SCHOOL050566,Chino,San Bernardino,Adm GPA,3.890645161
DON ANTONIO LUGO HIGH SCHOOL,DON ANTONIO LUGO HIGH SCHOOL050566,Chino,San Bernardino,App GPA,3.656727273
DON BOSCO TECHNICAL INSTITUTE,DON BOSCO TECHNICAL INSTITUTE053053,Rosemead,Los Angeles,Enrl GPA,3.771818182
DON BOSCO TECHNICAL INSTITUTE,DON BOSCO TECHNICAL INSTITUTE053053,Rosemead,Los Angeles,Adm GPA,3.644285714
DON BOSCO TECHNICAL INSTITUTE,DON BOSCO TECHNICAL INSTITUTE053053,Rosemead,Los Angeles,App GPA,3.483658537
DOS PALOS HIGH SCHOOL,DOS PALOS HIGH SCHOOL050765,Dos Palos,Merced,Enrl GPA,3.986666667
DOS PALOS HIGH SCHOOL,DOS PALOS HIGH SCHOOL050765,Dos Palos,Merced,Adm GPA,4.066
DOS PALOS HIGH SCHOOL,DOS PALOS HIGH SCHOOL050765,Dos Palos,Merced,App GPA,3.913529412
DOS PUEBLOS HIGH SCHOOL,DOS PUEBLOS HIGH SCHOOL053252,Goleta,Santa Barbara,Enrl GPA,4.057972973
DOS PUEBLOS HIGH SCHOOL,DOS PUEBLOS HIGH SCHOOL053252,Goleta,Santa Barbara,Adm GPA,4.040482759
DOS PUEBLOS HIGH SCHOOL,DOS PUEBLOS HIGH SCHOOL053252,Goleta,Santa Barbara,App GPA,3.893609756
DOUGHERTY VALLEY HIGH SCHOOL,DOUGHERTY VALLEY HIGH SCHOOL053218,San Ramon,Contra Costa,Enrl GPA,4.002333333
DOUGHERTY VALLEY HIGH SCHOOL,DOUGHERTY VALLEY HIGH SCHOOL053218,San Ramon,Contra Costa,Adm GPA,3.93652
DOUGHERTY VALLEY HIGH SCHOOL,DOUGHERTY VALLEY HIGH SCHOOL053218,San Ramon,Contra Costa,App GPA,3.844050633
DOWNEY HIGH SCHOOL,DOWNEY HIGH SCHOOL050770,Downey,Los Angeles,Enrl GPA,3.811666667
DOWNEY HIGH SCHOOL,DOWNEY HIGH SCHOOL050770,Downey,Los Angeles,Adm GPA,3.793875
DOWNEY HIGH SCHOOL,DOWNEY HIGH SCHOOL050770,Downey,Los Angeles,App GPA,3.525949367
DOWNTOWN COLLEGE PREP,DOWNTOWN COLLEGE PREP053164,San Jose,Santa Clara,Enrl GPA,3.7225
DOWNTOWN COLLEGE PREP,DOWNTOWN COLLEGE PREP053164,San Jose,Santa Clara,Adm GPA,3.593333333
DOWNTOWN COLLEGE PREP,DOWNTOWN COLLEGE PREP053164,San Jose,Santa Clara,App GPA,3.188235294
DOWNTOWN MAGNETS HIGH SCHOOL,DOWNTOWN MAGNETS HIGH SCHOOL051576,Los Angeles,Los Angeles,Enrl GPA,3.816097561
DOWNTOWN MAGNETS HIGH SCHOOL,DOWNTOWN MAGNETS HIGH SCHOOL051576,Los Angeles,Los Angeles,Adm GPA,3.821355932
DOWNTOWN MAGNETS HIGH SCHOOL,DOWNTOWN MAGNETS HIGH SCHOOL051576,Los Angeles,Los Angeles,App GPA,3.534526316
DOZIER-LIBBEY MEDICAL HIGH SCH,DOZIER-LIBBEY MEDICAL HIGH SCH054355,Antioch,Contra Costa,Enrl GPA,4.169090909
DOZIER-LIBBEY MEDICAL HIGH SCH,DOZIER-LIBBEY MEDICAL HIGH SCH054355,Antioch,Contra Costa,Adm GPA,3.970833333
DOZIER-LIBBEY MEDICAL HIGH SCH,DOZIER-LIBBEY MEDICAL HIGH SCH054355,Antioch,Contra Costa,App GPA,3.8725
DR TJ OWENS GILROY EARLY COLG,DR TJ OWENS GILROY EARLY COLG051228,Gilroy,Santa Clara,Enrl GPA,3.797857143
DR TJ OWENS GILROY EARLY COLG,DR TJ OWENS GILROY EARLY COLG051228,Gilroy,Santa Clara,Adm GPA,3.7708
DR TJ OWENS GILROY EARLY COLG,DR TJ OWENS GILROY EARLY COLG051228,Gilroy,Santa Clara,App GPA,3.53675
DREW SCHOOL,DREW SCHOOL052940,San Francisco,San Francisco,Enrl GPA,
DREW SCHOOL,DREW SCHOOL052940,San Francisco,San Francisco,Adm GPA,3.7324
DREW SCHOOL,DREW SCHOOL052940,San Francisco,San Francisco,App GPA,3.646388889
DUARTE HIGH SCHOOL,DUARTE HIGH SCHOOL050783,Duarte,Los Angeles,Enrl GPA,4.007692308
DUARTE HIGH SCHOOL,DUARTE HIGH SCHOOL050783,Duarte,Los Angeles,Adm GPA,4.038421053
DUARTE HIGH SCHOOL,DUARTE HIGH SCHOOL050783,Duarte,Los Angeles,App GPA,3.721081081
DUBLIN HIGH SCHOOL,DUBLIN HIGH SCHOOL050784,Dublin,Alameda,Enrl GPA,4.03027027
DUBLIN HIGH SCHOOL,DUBLIN HIGH SCHOOL050784,Dublin,Alameda,Adm GPA,3.885584416
DUBLIN HIGH SCHOOL,DUBLIN HIGH SCHOOL050784,Dublin,Alameda,App GPA,3.672132353
DUNCAN POLYTECHNICAL HS,DUNCAN POLYTECHNICAL HS050997,Fresno,Fresno,Enrl GPA,3.782857143
DUNCAN POLYTECHNICAL HS,DUNCAN POLYTECHNICAL HS050997,Fresno,Fresno,Adm GPA,3.73
DUNCAN POLYTECHNICAL HS,DUNCAN POLYTECHNICAL HS050997,Fresno,Fresno,App GPA,3.514375
DUNN SCHOOL,DUNN SCHOOL051863,Los Olivos,Santa Barbara,Enrl GPA,3.68
DUNN SCHOOL,DUNN SCHOOL051863,Los Olivos,Santa Barbara,Adm GPA,3.706
DUNN SCHOOL,DUNN SCHOOL051863,Los Olivos,Santa Barbara,App GPA,3.572608696
DURHAM HIGH SCHOOL,DURHAM HIGH SCHOOL050790,Durham,Butte,Enrl GPA,
DURHAM HIGH SCHOOL,DURHAM HIGH SCHOOL050790,Durham,Butte,Adm GPA,
DURHAM HIGH SCHOOL,DURHAM HIGH SCHOOL050790,Durham,Butte,App GPA,3.876
EAGLE ROCK HIGH SCHOOL,EAGLE ROCK HIGH SCHOOL051580,Los Angeles,Los Angeles,Enrl GPA,3.867837838
EAGLE ROCK HIGH SCHOOL,EAGLE ROCK HIGH SCHOOL051580,Los Angeles,Los Angeles,Adm GPA,3.835
EAGLE ROCK HIGH SCHOOL,EAGLE ROCK HIGH SCHOOL051580,Los Angeles,Los Angeles,App GPA,3.632285714
EARLY COLLEGE HIGH SCHOOL,EARLY COLLEGE HIGH SCHOOL050404,Costa Mesa,Orange,Enrl GPA,4.038666667
EARLY COLLEGE HIGH SCHOOL,EARLY COLLEGE HIGH SCHOOL050404,Costa Mesa,Orange,Adm GPA,3.8225
EARLY COLLEGE HIGH SCHOOL,EARLY COLLEGE HIGH SCHOOL050404,Costa Mesa,Orange,App GPA,3.631315789
EAST BAKERSFIELD HIGH SCHOOL,EAST BAKERSFIELD HIGH SCHOOL050210,Bakersfield,Kern,Enrl GPA,3.964090909
EAST BAKERSFIELD HIGH SCHOOL,EAST BAKERSFIELD HIGH SCHOOL050210,Bakersfield,Kern,Adm GPA,3.934333333
EAST BAKERSFIELD HIGH SCHOOL,EAST BAKERSFIELD HIGH SCHOOL050210,Bakersfield,Kern,App GPA,3.752093023
EAST BAY ARTS,EAST BAY ARTS054105,Hayward,Alameda,Enrl GPA,
EAST BAY ARTS,EAST BAY ARTS054105,Hayward,Alameda,Adm GPA,
EAST BAY ARTS,EAST BAY ARTS054105,Hayward,Alameda,App GPA,3.086
EAST LA PERFORMING ARTS MAGNET,EAST LA PERFORMING ARTS MAGNET054452,Los Angeles,Los Angeles,Enrl GPA,3.788
EAST LA PERFORMING ARTS MAGNET,EAST LA PERFORMING ARTS MAGNET054452,Los Angeles,Los Angeles,Adm GPA,3.695454545
EAST LA PERFORMING ARTS MAGNET,EAST LA PERFORMING ARTS MAGNET054452,Los Angeles,Los Angeles,App GPA,3.508947368
EAST LA RENAISSANCE ACADEMY,EAST LA RENAISSANCE ACADEMY054450,Los Angeles,Los Angeles,Enrl GPA,3.638
EAST LA RENAISSANCE ACADEMY,EAST LA RENAISSANCE ACADEMY054450,Los Angeles,Los Angeles,Adm GPA,3.638
EAST LA RENAISSANCE ACADEMY,EAST LA RENAISSANCE ACADEMY054450,Los Angeles,Los Angeles,App GPA,3.115
EAST NICOLAUS HIGH SCHOOL,EAST NICOLAUS HIGH SCHOOL050795,Trowbridge,Sutter,Enrl GPA,
EAST NICOLAUS HIGH SCHOOL,EAST NICOLAUS HIGH SCHOOL050795,Trowbridge,Sutter,Adm GPA,
EAST NICOLAUS HIGH SCHOOL,EAST NICOLAUS HIGH SCHOOL050795,Trowbridge,Sutter,App GPA,3.701428571
EAST PALO ALTO ACADEMY,EAST PALO ALTO ACADEMY052022,Menlo Park,San Mateo,Enrl GPA,
EAST PALO ALTO ACADEMY,EAST PALO ALTO ACADEMY052022,Menlo Park,San Mateo,Adm GPA,3.628181818
EAST PALO ALTO ACADEMY,EAST PALO ALTO ACADEMY052022,Menlo Park,San Mateo,App GPA,3.436190476
EAST PALO ALTO PHOENIX ACAD,EAST PALO ALTO PHOENIX ACAD054257,East Palo Alto,San Mateo,Enrl GPA,3.83
EAST PALO ALTO PHOENIX ACAD,EAST PALO ALTO PHOENIX ACAD054257,East Palo Alto,San Mateo,Adm GPA,3.788333333
EAST PALO ALTO PHOENIX ACAD,EAST PALO ALTO PHOENIX ACAD054257,East Palo Alto,San Mateo,App GPA,3.595
EAST UNION HIGH SCHOOL,EAST UNION HIGH SCHOOL051899,Manteca,San Joaquin,Enrl GPA,3.898888889
EAST UNION HIGH SCHOOL,EAST UNION HIGH SCHOOL051899,Manteca,San Joaquin,Adm GPA,3.883333333
EAST UNION HIGH SCHOOL,EAST UNION HIGH SCHOOL051899,Manteca,San Joaquin,App GPA,3.576
EAST VALLEY HIGH SCHOOL,EAST VALLEY HIGH SCHOOL054082,North Hollywood,Los Angeles,Enrl GPA,3.83
EAST VALLEY HIGH SCHOOL,EAST VALLEY HIGH SCHOOL054082,North Hollywood,Los Angeles,Adm GPA,3.784615385
EAST VALLEY HIGH SCHOOL,EAST VALLEY HIGH SCHOOL054082,North Hollywood,Los Angeles,App GPA,3.498888889
EASTLAKE HIGH SCHOOL,EASTLAKE HIGH SCHOOL050579,Chula Vista,San Diego,Enrl GPA,4.043958333
EASTLAKE HIGH SCHOOL,EASTLAKE HIGH SCHOOL050579,Chula Vista,San Diego,Adm GPA,3.994
EASTLAKE HIGH SCHOOL,EASTLAKE HIGH SCHOOL050579,Chula Vista,San Diego,App GPA,3.761912568
EASTSIDE CHRISTIAN HIGH SCHOOL,EASTSIDE CHRISTIAN HIGH SCHOOL050086,Fullerton,Orange,Enrl GPA,
EASTSIDE CHRISTIAN HIGH SCHOOL,EASTSIDE CHRISTIAN HIGH SCHOOL050086,Fullerton,Orange,Adm GPA,
EASTSIDE CHRISTIAN HIGH SCHOOL,EASTSIDE CHRISTIAN HIGH SCHOOL050086,Fullerton,Orange,App GPA,3.49
EASTSIDE COLLEGE PREP SCHOOL,EASTSIDE COLLEGE PREP SCHOOL050791,East Palo Alto,San Mateo,Enrl GPA,3.4475
EASTSIDE COLLEGE PREP SCHOOL,EASTSIDE COLLEGE PREP SCHOOL050791,East Palo Alto,San Mateo,Adm GPA,3.562702703
EASTSIDE COLLEGE PREP SCHOOL,EASTSIDE COLLEGE PREP SCHOOL050791,East Palo Alto,San Mateo,App GPA,3.515609756
EASTSIDE HIGH SCHOOL,EASTSIDE HIGH SCHOOL054060,Lancaster,Los Angeles,Enrl GPA,3.905862069
EASTSIDE HIGH SCHOOL,EASTSIDE HIGH SCHOOL054060,Lancaster,Los Angeles,Adm GPA,3.855897436
EASTSIDE HIGH SCHOOL,EASTSIDE HIGH SCHOOL054060,Lancaster,Los Angeles,App GPA,3.517631579
EDGEWOOD HIGH SCHOOL,EDGEWOOD HIGH SCHOOL054481,West Covina,Los Angeles,Enrl GPA,3.9
EDGEWOOD HIGH SCHOOL,EDGEWOOD HIGH SCHOOL054481,West Covina,Los Angeles,Adm GPA,3.878333333
EDGEWOOD HIGH SCHOOL,EDGEWOOD HIGH SCHOOL054481,West Covina,Los Angeles,App GPA,3.583181818
