CA High School,Calculation1,City,County,Measure Names,Measure Values
ANIMO S LOS ANGELES CHARTER HS,ANIMO S LOS ANGELES CHARTER HS053975,Los Angeles,Los Angeles,Admits,18
ANIMO S LOS ANGELES CHARTER HS,ANIMO S LOS ANGELES CHARTER HS053975,Los Angeles,Los Angeles,Applicants,67
ANIMO VENICE CHARTER HS,ANIMO VENICE CHARTER HS054069,Venice,Los Angeles,Enrollees,19
ANIMO VENICE CHARTER HS,ANIMO VENICE CHARTER HS054069,Venice,Los Angeles,Admits,28
ANIMO VENICE CHARTER HS,ANIMO VENICE CHARTER HS054069,Venice,Los Angeles,Applicants,44
ANIMO WATTS COLLGE PREP ACDMY,ANIMO WATTS COLLGE PREP ACDMY054283,Los Angeles,Los Angeles,Enrollees,4
ANIMO WATTS COLLGE PREP ACDMY,ANIMO WATTS COLLGE PREP ACDMY054283,Los Angeles,Los Angeles,Admits,8
ANIMO WATTS COLLGE PREP ACDMY,ANIMO WATTS COLLGE PREP ACDMY054283,Los Angeles,Los Angeles,Applicants,30
ANN SOBRATO HIGH SCHOOL,ANN SOBRATO HIGH SCHOOL053906,Morgan Hill,Santa Clara,Enrollees,30
ANN SOBRATO HIGH SCHOOL,ANN SOBRATO HIGH SCHOOL053906,Morgan Hill,Santa Clara,Admits,53
ANN SOBRATO HIGH SCHOOL,ANN SOBRATO HIGH SCHOOL053906,Morgan Hill,Santa Clara,Applicants,85
ANTELOPE HIGH SCHOOL,ANTELOPE HIGH SCHOOL054250,Antelope,Sacramento,Enrollees,32
ANTELOPE HIGH SCHOOL,ANTELOPE HIGH SCHOOL054250,Antelope,Sacramento,Admits,47
ANTELOPE HIGH SCHOOL,ANTELOPE HIGH SCHOOL054250,Antelope,Sacramento,Applicants,76
ANTELOPE VALLEY HIGH SCHOOL,ANTELOPE VALLEY HIGH SCHOOL051355,Lancaster,Los Angeles,Enrollees,16
ANTELOPE VALLEY HIGH SCHOOL,ANTELOPE VALLEY HIGH SCHOOL051355,Lancaster,Los Angeles,Admits,27
ANTELOPE VALLEY HIGH SCHOOL,ANTELOPE VALLEY HIGH SCHOOL051355,Lancaster,Los Angeles,Applicants,44
ANTIOCH HIGH SCHOOL,ANTIOCH HIGH SCHOOL050115,Antioch,Contra Costa,Enrollees,19
ANTIOCH HIGH SCHOOL,ANTIOCH HIGH SCHOOL050115,Antioch,Contra Costa,Admits,25
ANTIOCH HIGH SCHOOL,ANTIOCH HIGH SCHOOL050115,Antioch,Contra Costa,Applicants,42
ANZAR HIGH SCHOOL,ANZAR HIGH SCHOOL053133,San Juan Bautista,San Benito,Enrollees,3
ANZAR HIGH SCHOOL,ANZAR HIGH SCHOOL053133,San Juan Bautista,San Benito,Admits,5
ANZAR HIGH SCHOOL,ANZAR HIGH SCHOOL053133,San Juan Bautista,San Benito,Applicants,8
APEX ACADEMY HIGH SCHOOL,APEX ACADEMY HIGH SCHOOL054291,Los Angeles,Los Angeles,Enrollees,5
APEX ACADEMY HIGH SCHOOL,APEX ACADEMY HIGH SCHOOL054291,Los Angeles,Los Angeles,Admits,6
APEX ACADEMY HIGH SCHOOL,APEX ACADEMY HIGH SCHOOL054291,Los Angeles,Los Angeles,Applicants,13
APPLE VALLEY HIGH SCHOOL,APPLE VALLEY HIGH SCHOOL050118,Apple Valley,San Bernardino,Enrollees,27
APPLE VALLEY HIGH SCHOOL,APPLE VALLEY HIGH SCHOOL050118,Apple Valley,San Bernardino,Admits,43
APPLE VALLEY HIGH SCHOOL,APPLE VALLEY HIGH SCHOOL050118,Apple Valley,San Bernardino,Applicants,71
APTOS HIGH SCHOOL,APTOS HIGH SCHOOL050119,Aptos,Santa Cruz,Enrollees,14
APTOS HIGH SCHOOL,APTOS HIGH SCHOOL050119,Aptos,Santa Cruz,Admits,34
APTOS HIGH SCHOOL,APTOS HIGH SCHOOL050119,Aptos,Santa Cruz,Applicants,58
AQUINAS HIGH SCHOOL,AQUINAS HIGH SCHOOL052772,San Bernardino,San Bernardino,Enrollees,7
AQUINAS HIGH SCHOOL,AQUINAS HIGH SCHOOL052772,San Bernardino,San Bernardino,Admits,15
AQUINAS HIGH SCHOOL,AQUINAS HIGH SCHOOL052772,San Bernardino,San Bernardino,Applicants,23
ARAGON HIGH SCHOOL,ARAGON HIGH SCHOOL053163,San Mateo,San Mateo,Enrollees,47
ARAGON HIGH SCHOOL,ARAGON HIGH SCHOOL053163,San Mateo,San Mateo,Admits,108
ARAGON HIGH SCHOOL,ARAGON HIGH SCHOOL053163,San Mateo,San Mateo,Applicants,140
ARCADIA HIGH SCHOOL,ARCADIA HIGH SCHOOL050130,Arcadia,Los Angeles,Enrollees,244
ARCADIA HIGH SCHOOL,ARCADIA HIGH SCHOOL050130,Arcadia,Los Angeles,Admits,411
ARCADIA HIGH SCHOOL,ARCADIA HIGH SCHOOL050130,Arcadia,Los Angeles,Applicants,543
ARCATA HIGH SCHOOL,ARCATA HIGH SCHOOL050135,Arcata,Humboldt,Enrollees,11
ARCATA HIGH SCHOOL,ARCATA HIGH SCHOOL050135,Arcata,Humboldt,Admits,19
ARCATA HIGH SCHOOL,ARCATA HIGH SCHOOL050135,Arcata,Humboldt,Applicants,25
ARCHBISHOP MITTY HIGH SCHOOL,ARCHBISHOP MITTY HIGH SCHOOL053078,San Jose,Santa Clara,Enrollees,46
ARCHBISHOP MITTY HIGH SCHOOL,ARCHBISHOP MITTY HIGH SCHOOL053078,San Jose,Santa Clara,Admits,119
ARCHBISHOP MITTY HIGH SCHOOL,ARCHBISHOP MITTY HIGH SCHOOL053078,San Jose,Santa Clara,Applicants,214
ARCHBISHOP RIORDAN HIGH SCHOOL,ARCHBISHOP RIORDAN HIGH SCHOOL053000,San Francisco,San Francisco,Enrollees,18
ARCHBISHOP RIORDAN HIGH SCHOOL,ARCHBISHOP RIORDAN HIGH SCHOOL053000,San Francisco,San Francisco,Admits,27
ARCHBISHOP RIORDAN HIGH SCHOOL,ARCHBISHOP RIORDAN HIGH SCHOOL053000,San Francisco,San Francisco,Applicants,43
ARCHER SCHOOL FOR GIRLS,ARCHER SCHOOL FOR GIRLS052339,Los Angeles,Los Angeles,Enrollees,4
ARCHER SCHOOL FOR GIRLS,ARCHER SCHOOL FOR GIRLS052339,Los Angeles,Los Angeles,Admits,24
ARCHER SCHOOL FOR GIRLS,ARCHER SCHOOL FOR GIRLS052339,Los Angeles,Los Angeles,Applicants,40
ARGONAUT HIGH SCHOOL,ARGONAUT HIGH SCHOOL051275,Jackson,Amador,Enrollees,4
ARGONAUT HIGH SCHOOL,ARGONAUT HIGH SCHOOL051275,Jackson,Amador,Admits,9
ARGONAUT HIGH SCHOOL,ARGONAUT HIGH SCHOOL051275,Jackson,Amador,Applicants,12
ARISE HIGH SCHOOL,ARISE HIGH SCHOOL054258,Oakland,Alameda,Enrollees,8
ARISE HIGH SCHOOL,ARISE HIGH SCHOOL054258,Oakland,Alameda,Admits,17
ARISE HIGH SCHOOL,ARISE HIGH SCHOOL054258,Oakland,Alameda,Applicants,32
ARLETA HIGH SCHOOL,ARLETA HIGH SCHOOL050068,Arleta,Los Angeles,Enrollees,17
ARLETA HIGH SCHOOL,ARLETA HIGH SCHOOL050068,Arleta,Los Angeles,Admits,25
ARLETA HIGH SCHOOL,ARLETA HIGH SCHOOL050068,Arleta,Los Angeles,Applicants,51
ARLINGTON HIGH SCHOOL,ARLINGTON HIGH SCHOOL052658,Riverside,Riverside,Enrollees,38
ARLINGTON HIGH SCHOOL,ARLINGTON HIGH SCHOOL052658,Riverside,Riverside,Admits,53
ARLINGTON HIGH SCHOOL,ARLINGTON HIGH SCHOOL052658,Riverside,Riverside,Applicants,89
ARMIJO HIGH SCHOOL,ARMIJO HIGH SCHOOL050910,Fairfield,Solano,Enrollees,47
ARMIJO HIGH SCHOOL,ARMIJO HIGH SCHOOL050910,Fairfield,Solano,Admits,68
ARMIJO HIGH SCHOOL,ARMIJO HIGH SCHOOL050910,Fairfield,Solano,Applicants,101
ARMY AND NAVY ACADEMY,ARMY AND NAVY ACADEMY050470,Carlsbad,San Diego,Enrollees,6
ARMY AND NAVY ACADEMY,ARMY AND NAVY ACADEMY050470,Carlsbad,San Diego,Admits,12
ARMY AND NAVY ACADEMY,ARMY AND NAVY ACADEMY050470,Carlsbad,San Diego,Applicants,28
ARNOLD O BECKMAN HIGH SCHOOL,ARNOLD O BECKMAN HIGH SCHOOL051267,Irvine,Orange,Enrollees,100
ARNOLD O BECKMAN HIGH SCHOOL,ARNOLD O BECKMAN HIGH SCHOOL051267,Irvine,Orange,Admits,194
ARNOLD O BECKMAN HIGH SCHOOL,ARNOLD O BECKMAN HIGH SCHOOL051267,Irvine,Orange,Applicants,284
ARROWHEAD CHRISTIAN ACADEMY,ARROWHEAD CHRISTIAN ACADEMY052774,Redlands,San Bernardino,Enrollees,5
ARROWHEAD CHRISTIAN ACADEMY,ARROWHEAD CHRISTIAN ACADEMY052774,Redlands,San Bernardino,Admits,19
ARROWHEAD CHRISTIAN ACADEMY,ARROWHEAD CHRISTIAN ACADEMY052774,Redlands,San Bernardino,Applicants,25
ARROYO GRANDE HIGH SCHOOL,ARROYO GRANDE HIGH SCHOOL050150,Arroyo Grande,San Luis Obispo,Enrollees,26
ARROYO GRANDE HIGH SCHOOL,ARROYO GRANDE HIGH SCHOOL050150,Arroyo Grande,San Luis Obispo,Admits,65
ARROYO GRANDE HIGH SCHOOL,ARROYO GRANDE HIGH SCHOOL050150,Arroyo Grande,San Luis Obispo,Applicants,98
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL050830,El Monte,Los Angeles,Enrollees,51
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL050830,El Monte,Los Angeles,Admits,75
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL050830,El Monte,Los Angeles,Applicants,111
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL053125,San Lorenzo,Alameda,Enrollees,51
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL053125,San Lorenzo,Alameda,Admits,68
ARROYO HIGH SCHOOL,ARROYO HIGH SCHOOL053125,San Lorenzo,Alameda,Applicants,98
ARROYO PACIFIC ACADEMY,ARROYO PACIFIC ACADEMY050144,Arcadia,Los Angeles,Enrollees,7
ARROYO PACIFIC ACADEMY,ARROYO PACIFIC ACADEMY050144,Arcadia,Los Angeles,Admits,9
ARROYO PACIFIC ACADEMY,ARROYO PACIFIC ACADEMY050144,Arcadia,Los Angeles,Applicants,14
ARROYO VALLEY HIGH SCHOOL,ARROYO VALLEY HIGH SCHOOL052948,San Bernardino,San Bernardino,Enrollees,24
ARROYO VALLEY HIGH SCHOOL,ARROYO VALLEY HIGH SCHOOL052948,San Bernardino,San Bernardino,Admits,39
ARROYO VALLEY HIGH SCHOOL,ARROYO VALLEY HIGH SCHOOL052948,San Bernardino,San Bernardino,Applicants,84
ARSHAG DICKRANIAN ARMENIAN SCH,ARSHAG DICKRANIAN ARMENIAN SCH051521,Los Angeles,Los Angeles,Enrollees,3
ARSHAG DICKRANIAN ARMENIAN SCH,ARSHAG DICKRANIAN ARMENIAN SCH051521,Los Angeles,Los Angeles,Admits,6
ARSHAG DICKRANIAN ARMENIAN SCH,ARSHAG DICKRANIAN ARMENIAN SCH051521,Los Angeles,Los Angeles,Applicants,10
ART THEATER ENTERTAINMENT HS,ART THEATER ENTERTAINMENT HS054555,San Fernando,Los Angeles,Enrollees,3
ART THEATER ENTERTAINMENT HS,ART THEATER ENTERTAINMENT HS054555,San Fernando,Los Angeles,Admits,4
ART THEATER ENTERTAINMENT HS,ART THEATER ENTERTAINMENT HS054555,San Fernando,Los Angeles,Applicants,15
ARTESIA HIGH SCHOOL,ARTESIA HIGH SCHOOL050155,Lakewood,Los Angeles,Enrollees,22
ARTESIA HIGH SCHOOL,ARTESIA HIGH SCHOOL050155,Lakewood,Los Angeles,Admits,31
ARTESIA HIGH SCHOOL,ARTESIA HIGH SCHOOL050155,Lakewood,Los Angeles,Applicants,40
ARTLAB HIGH SCHOOL,ARTLAB HIGH SCHOOL051623,Los Angeles,Los Angeles,Enrollees,
ARTLAB HIGH SCHOOL,ARTLAB HIGH SCHOOL051623,Los Angeles,Los Angeles,Admits,
ARTLAB HIGH SCHOOL,ARTLAB HIGH SCHOOL051623,Los Angeles,Los Angeles,Applicants,6
ARVIN HIGH SCHOOL,ARVIN HIGH SCHOOL050160,Arvin,Kern,Enrollees,12
ARVIN HIGH SCHOOL,ARVIN HIGH SCHOOL050160,Arvin,Kern,Admits,22
ARVIN HIGH SCHOOL,ARVIN HIGH SCHOOL050160,Arvin,Kern,Applicants,28
ASPIRE BENJAMIN HOLT COLG PREP,ASPIRE BENJAMIN HOLT COLG PREP053843,Stockton,San Joaquin,Enrollees,12
ASPIRE BENJAMIN HOLT COLG PREP,ASPIRE BENJAMIN HOLT COLG PREP053843,Stockton,San Joaquin,Admits,19
ASPIRE BENJAMIN HOLT COLG PREP,ASPIRE BENJAMIN HOLT COLG PREP053843,Stockton,San Joaquin,Applicants,23
ASPIRE CALIFORNIA COLLEGE PREP,ASPIRE CALIFORNIA COLLEGE PREP050306,Berkeley,Alameda,Enrollees,8
ASPIRE CALIFORNIA COLLEGE PREP,ASPIRE CALIFORNIA COLLEGE PREP050306,Berkeley,Alameda,Admits,11
ASPIRE CALIFORNIA COLLEGE PREP,ASPIRE CALIFORNIA COLLEGE PREP050306,Berkeley,Alameda,Applicants,17
ASPIRE GOLDEN STATE PREP,ASPIRE GOLDEN STATE PREP054260,Oakland,Alameda,Enrollees,
ASPIRE GOLDEN STATE PREP,ASPIRE GOLDEN STATE PREP054260,Oakland,Alameda,Admits,
ASPIRE GOLDEN STATE PREP,ASPIRE GOLDEN STATE PREP054260,Oakland,Alameda,Applicants,6
ASPIRE LANGSTON HUGHES ACADEMY,ASPIRE LANGSTON HUGHES ACADEMY054460,Stockton,San Joaquin,Enrollees,4
ASPIRE LANGSTON HUGHES ACADEMY,ASPIRE LANGSTON HUGHES ACADEMY054460,Stockton,San Joaquin,Admits,5
ASPIRE LANGSTON HUGHES ACADEMY,ASPIRE LANGSTON HUGHES ACADEMY054460,Stockton,San Joaquin,Applicants,10
ASPIRE LIONEL WILSON COLG PREP,ASPIRE LIONEL WILSON COLG PREP051761,Oakland,Alameda,Enrollees,10
ASPIRE LIONEL WILSON COLG PREP,ASPIRE LIONEL WILSON COLG PREP051761,Oakland,Alameda,Admits,16
ASPIRE LIONEL WILSON COLG PREP,ASPIRE LIONEL WILSON COLG PREP051761,Oakland,Alameda,Applicants,23
ASPIRE PACIFIC ACADEMY,ASPIRE PACIFIC ACADEMY051214,Huntington Park,Los Angeles,Enrollees,20
ASPIRE PACIFIC ACADEMY,ASPIRE PACIFIC ACADEMY051214,Huntington Park,Los Angeles,Admits,31
ASPIRE PACIFIC ACADEMY,ASPIRE PACIFIC ACADEMY051214,Huntington Park,Los Angeles,Applicants,45
ATASCADERO HIGH SCHOOL,ATASCADERO HIGH SCHOOL050165,Atascadero,San Luis Obispo,Enrollees,7
ATASCADERO HIGH SCHOOL,ATASCADERO HIGH SCHOOL050165,Atascadero,San Luis Obispo,Admits,23
ATASCADERO HIGH SCHOOL,ATASCADERO HIGH SCHOOL050165,Atascadero,San Luis Obispo,Applicants,38
ATHENIAN SCHOOL,ATHENIAN SCHOOL050724,Danville,Contra Costa,Enrollees,8
ATHENIAN SCHOOL,ATHENIAN SCHOOL050724,Danville,Contra Costa,Admits,28
ATHENIAN SCHOOL,ATHENIAN SCHOOL050724,Danville,Contra Costa,Applicants,49
ATWATER HIGH SCHOOL,ATWATER HIGH SCHOOL050172,Atwater,Merced,Enrollees,23
ATWATER HIGH SCHOOL,ATWATER HIGH SCHOOL050172,Atwater,Merced,Admits,36
ATWATER HIGH SCHOOL,ATWATER HIGH SCHOOL050172,Atwater,Merced,Applicants,58
AVALON HIGH SCHOOL,AVALON HIGH SCHOOL050180,Avalon,Los Angeles,Enrollees,
AVALON HIGH SCHOOL,AVALON HIGH SCHOOL050180,Avalon,Los Angeles,Admits,7
AVALON HIGH SCHOOL,AVALON HIGH SCHOOL050180,Avalon,Los Angeles,Applicants,8
AVENAL HIGH SCHOOL,AVENAL HIGH SCHOOL050185,Avenal,Kings,Enrollees,5
AVENAL HIGH SCHOOL,AVENAL HIGH SCHOOL050185,Avenal,Kings,Admits,11
AVENAL HIGH SCHOOL,AVENAL HIGH SCHOOL050185,Avenal,Kings,Applicants,18
AZUSA HIGH SCHOOL,AZUSA HIGH SCHOOL050188,Azusa,Los Angeles,Enrollees,13
AZUSA HIGH SCHOOL,AZUSA HIGH SCHOOL050188,Azusa,Los Angeles,Admits,22
AZUSA HIGH SCHOOL,AZUSA HIGH SCHOOL050188,Azusa,Los Angeles,Applicants,39
BAKERSFIELD CHRISTIAN HS,BAKERSFIELD CHRISTIAN HS050208,Bakersfield,Kern,Enrollees,9
BAKERSFIELD CHRISTIAN HS,BAKERSFIELD CHRISTIAN HS050208,Bakersfield,Kern,Admits,17
BAKERSFIELD CHRISTIAN HS,BAKERSFIELD CHRISTIAN HS050208,Bakersfield,Kern,Applicants,24
BAKERSFIELD HIGH SCHOOL,BAKERSFIELD HIGH SCHOOL050205,Bakersfield,Kern,Enrollees,11
BAKERSFIELD HIGH SCHOOL,BAKERSFIELD HIGH SCHOOL050205,Bakersfield,Kern,Admits,25
BAKERSFIELD HIGH SCHOOL,BAKERSFIELD HIGH SCHOOL050205,Bakersfield,Kern,Applicants,38
BALBOA HIGH SCHOOL,BALBOA HIGH SCHOOL052916,San Francisco,San Francisco,Enrollees,66
BALBOA HIGH SCHOOL,BALBOA HIGH SCHOOL052916,San Francisco,San Francisco,Admits,90
BALBOA HIGH SCHOOL,BALBOA HIGH SCHOOL052916,San Francisco,San Francisco,Applicants,136
BALDWIN PARK HIGH SCHOOL,BALDWIN PARK HIGH SCHOOL050225,Baldwin Park,Los Angeles,Enrollees,35
BALDWIN PARK HIGH SCHOOL,BALDWIN PARK HIGH SCHOOL050225,Baldwin Park,Los Angeles,Admits,46
BALDWIN PARK HIGH SCHOOL,BALDWIN PARK HIGH SCHOOL050225,Baldwin Park,Los Angeles,Applicants,81
BANNING HIGH SCHOOL,BANNING HIGH SCHOOL050230,Banning,Riverside,Enrollees,11
BANNING HIGH SCHOOL,BANNING HIGH SCHOOL050230,Banning,Riverside,Admits,20
BANNING HIGH SCHOOL,BANNING HIGH SCHOOL050230,Banning,Riverside,Applicants,58
BAPTIST CHRISTIAN HIGH SCHOOL,BAPTIST CHRISTIAN HIGH SCHOOL051164,Hemet,Riverside,Enrollees,5
BAPTIST CHRISTIAN HIGH SCHOOL,BAPTIST CHRISTIAN HIGH SCHOOL051164,Hemet,Riverside,Admits,5
BAPTIST CHRISTIAN HIGH SCHOOL,BAPTIST CHRISTIAN HIGH SCHOOL051164,Hemet,Riverside,Applicants,5
BARSTOW HIGH SCHOOL,BARSTOW HIGH SCHOOL050235,Barstow,San Bernardino,Enrollees,7
BARSTOW HIGH SCHOOL,BARSTOW HIGH SCHOOL050235,Barstow,San Bernardino,Admits,13
BARSTOW HIGH SCHOOL,BARSTOW HIGH SCHOOL050235,Barstow,San Bernardino,Applicants,27
BASSETT HIGH SCHOOL,BASSETT HIGH SCHOOL050238,La Puente,Los Angeles,Enrollees,22
BASSETT HIGH SCHOOL,BASSETT HIGH SCHOOL050238,La Puente,Los Angeles,Admits,31
BASSETT HIGH SCHOOL,BASSETT HIGH SCHOOL050238,La Puente,Los Angeles,Applicants,44
BAY AREA SCHOOL OF ENTERPRISE,BAY AREA SCHOOL OF ENTERPRISE050013,Alameda,Alameda,Enrollees,3
BAY AREA SCHOOL OF ENTERPRISE,BAY AREA SCHOOL OF ENTERPRISE050013,Alameda,Alameda,Admits,3
BAY AREA SCHOOL OF ENTERPRISE,BAY AREA SCHOOL OF ENTERPRISE050013,Alameda,Alameda,Applicants,7
BAY AREA TECHNOLOGY-BAYTECH,BAY AREA TECHNOLOGY-BAYTECH054301,Oakland,Alameda,Enrollees,6
BAY AREA TECHNOLOGY-BAYTECH,BAY AREA TECHNOLOGY-BAYTECH054301,Oakland,Alameda,Admits,6
BAY AREA TECHNOLOGY-BAYTECH,BAY AREA TECHNOLOGY-BAYTECH054301,Oakland,Alameda,Applicants,7
BAY SCHOOL OF SAN FRANCISCO,BAY SCHOOL OF SAN FRANCISCO053985,San Francisco,San Francisco,Enrollees,7
BAY SCHOOL OF SAN FRANCISCO,BAY SCHOOL OF SAN FRANCISCO053985,San Francisco,San Francisco,Admits,23
BAY SCHOOL OF SAN FRANCISCO,BAY SCHOOL OF SAN FRANCISCO053985,San Francisco,San Francisco,Applicants,37
BEAR CREEK HIGH SCHOOL,BEAR CREEK HIGH SCHOOL053436,Stockton,San Joaquin,Enrollees,17
BEAR CREEK HIGH SCHOOL,BEAR CREEK HIGH SCHOOL053436,Stockton,San Joaquin,Admits,28
BEAR CREEK HIGH SCHOOL,BEAR CREEK HIGH SCHOOL053436,Stockton,San Joaquin,Applicants,51
BEAR RIVER HIGH SCHOOL,BEAR RIVER HIGH SCHOOL051092,Grass Valley,Nevada,Enrollees,7
BEAR RIVER HIGH SCHOOL,BEAR RIVER HIGH SCHOOL051092,Grass Valley,Nevada,Admits,18
BEAR RIVER HIGH SCHOOL,BEAR RIVER HIGH SCHOOL051092,Grass Valley,Nevada,Applicants,23
BEAUMONT HIGH SCHOOL,BEAUMONT HIGH SCHOOL050240,Beaumont,Riverside,Enrollees,29
BEAUMONT HIGH SCHOOL,BEAUMONT HIGH SCHOOL050240,Beaumont,Riverside,Admits,42
BEAUMONT HIGH SCHOOL,BEAUMONT HIGH SCHOOL050240,Beaumont,Riverside,Applicants,80
BELL GARDENS SENIOR HS,BELL GARDENS SENIOR HS050265,Bell Gardens,Los Angeles,Enrollees,41
BELL GARDENS SENIOR HS,BELL GARDENS SENIOR HS050265,Bell Gardens,Los Angeles,Admits,66
BELL GARDENS SENIOR HS,BELL GARDENS SENIOR HS050265,Bell Gardens,Los Angeles,Applicants,140
BELL HIGH SCHOOL,BELL HIGH SCHOOL050245,Bell,Los Angeles,Enrollees,60
BELL HIGH SCHOOL,BELL HIGH SCHOOL050245,Bell,Los Angeles,Admits,94
BELL HIGH SCHOOL,BELL HIGH SCHOOL050245,Bell,Los Angeles,Applicants,165
BELLA VISTA HIGH SCHOOL,BELLA VISTA HIGH SCHOOL050912,Fair Oaks,Sacramento,Enrollees,25
BELLA VISTA HIGH SCHOOL,BELLA VISTA HIGH SCHOOL050912,Fair Oaks,Sacramento,Admits,57
BELLA VISTA HIGH SCHOOL,BELLA VISTA HIGH SCHOOL050912,Fair Oaks,Sacramento,Applicants,102
BELLARMINE COLLEGE PREPARATORY,BELLARMINE COLLEGE PREPARATORY053080,San Jose,Santa Clara,Enrollees,47
BELLARMINE COLLEGE PREPARATORY,BELLARMINE COLLEGE PREPARATORY053080,San Jose,Santa Clara,Admits,132
BELLARMINE COLLEGE PREPARATORY,BELLARMINE COLLEGE PREPARATORY053080,San Jose,Santa Clara,Applicants,226
BELLARMINE-JEFFERSON HS,BELLARMINE-JEFFERSON HS050380,Burbank,Los Angeles,Enrollees,5
BELLARMINE-JEFFERSON HS,BELLARMINE-JEFFERSON HS050380,Burbank,Los Angeles,Admits,8
BELLARMINE-JEFFERSON HS,BELLARMINE-JEFFERSON HS050380,Burbank,Los Angeles,Applicants,16
BELLFLOWER HIGH SCHOOL,BELLFLOWER HIGH SCHOOL050255,Bellflower,Los Angeles,Enrollees,16
BELLFLOWER HIGH SCHOOL,BELLFLOWER HIGH SCHOOL050255,Bellflower,Los Angeles,Admits,24
BELLFLOWER HIGH SCHOOL,BELLFLOWER HIGH SCHOOL050255,Bellflower,Los Angeles,Applicants,40
BELMONT HIGH SCHOOL,BELMONT HIGH SCHOOL051540,Los Angeles,Los Angeles,Enrollees,14
BELMONT HIGH SCHOOL,BELMONT HIGH SCHOOL051540,Los Angeles,Los Angeles,Admits,28
BELMONT HIGH SCHOOL,BELMONT HIGH SCHOOL051540,Los Angeles,Los Angeles,Applicants,51
BENICIA HIGH SCHOOL,BENICIA HIGH SCHOOL050280,Benicia,Solano,Enrollees,29
BENICIA HIGH SCHOOL,BENICIA HIGH SCHOOL050280,Benicia,Solano,Admits,47
BENICIA HIGH SCHOOL,BENICIA HIGH SCHOOL050280,Benicia,Solano,Applicants,87
BENJAMIN FRANKLIN HIGH SCHOOL,BENJAMIN FRANKLIN HIGH SCHOOL051550,Los Angeles,Los Angeles,Enrollees,18
BENJAMIN FRANKLIN HIGH SCHOOL,BENJAMIN FRANKLIN HIGH SCHOOL051550,Los Angeles,Los Angeles,Admits,41
BENJAMIN FRANKLIN HIGH SCHOOL,BENJAMIN FRANKLIN HIGH SCHOOL051550,Los Angeles,Los Angeles,Applicants,71
BENTLEY SCHOOL,BENTLEY SCHOOL051300,Lafayette,Contra Costa,Enrollees,11
BENTLEY SCHOOL,BENTLEY SCHOOL051300,Lafayette,Contra Costa,Admits,35
BENTLEY SCHOOL,BENTLEY SCHOOL051300,Lafayette,Contra Costa,Applicants,53
BEREAN CHRISTIAN HIGH SCHOOL,BEREAN CHRISTIAN HIGH SCHOOL053683,Walnut Creek,Contra Costa,Enrollees,6
BEREAN CHRISTIAN HIGH SCHOOL,BEREAN CHRISTIAN HIGH SCHOOL053683,Walnut Creek,Contra Costa,Admits,11
BEREAN CHRISTIAN HIGH SCHOOL,BEREAN CHRISTIAN HIGH SCHOOL053683,Walnut Creek,Contra Costa,Applicants,25
BERKELEY HIGH SCHOOL,BERKELEY HIGH SCHOOL050290,Berkeley,Alameda,Enrollees,119
BERKELEY HIGH SCHOOL,BERKELEY HIGH SCHOOL050290,Berkeley,Alameda,Admits,274
BERKELEY HIGH SCHOOL,BERKELEY HIGH SCHOOL050290,Berkeley,Alameda,Applicants,369
BESANT HILL SCHOOL HAPPY VLY,BESANT HILL SCHOOL HAPPY VLY052255,Ojai,Ventura,Enrollees,4
BESANT HILL SCHOOL HAPPY VLY,BESANT HILL SCHOOL HAPPY VLY052255,Ojai,Ventura,Admits,8
BESANT HILL SCHOOL HAPPY VLY,BESANT HILL SCHOOL HAPPY VLY052255,Ojai,Ventura,Applicants,12
BEVERLY HILLS HIGH SCHOOL,BEVERLY HILLS HIGH SCHOOL050320,Beverly Hills,Los Angeles,Enrollees,39
BEVERLY HILLS HIGH SCHOOL,BEVERLY HILLS HIGH SCHOOL050320,Beverly Hills,Los Angeles,Admits,106
BEVERLY HILLS HIGH SCHOOL,BEVERLY HILLS HIGH SCHOOL050320,Beverly Hills,Los Angeles,Applicants,172
BIG BEAR HIGH SCHOOL,BIG BEAR HIGH SCHOOL050330,Big Bear Lake,San Bernardino,Enrollees,8
BIG BEAR HIGH SCHOOL,BIG BEAR HIGH SCHOOL050330,Big Bear Lake,San Bernardino,Admits,10
BIG BEAR HIGH SCHOOL,BIG BEAR HIGH SCHOOL050330,Big Bear Lake,San Bernardino,Applicants,17
BIG VALLEY CHRISTIAN HS,BIG VALLEY CHRISTIAN HS052021,Modesto,Stanislaus,Enrollees,
BIG VALLEY CHRISTIAN HS,BIG VALLEY CHRISTIAN HS052021,Modesto,Stanislaus,Admits,3
BIG VALLEY CHRISTIAN HS,BIG VALLEY CHRISTIAN HS052021,Modesto,Stanislaus,Applicants,7
BIRMINGHAM COMMUNITY HS,BIRMINGHAM COMMUNITY HS053615,Lake Balboa,Los Angeles,Enrollees,33
BIRMINGHAM COMMUNITY HS,BIRMINGHAM COMMUNITY HS053615,Lake Balboa,Los Angeles,Admits,47
BIRMINGHAM COMMUNITY HS,BIRMINGHAM COMMUNITY HS053615,Lake Balboa,Los Angeles,Applicants,92
